,cat1,cat2,cat3,brand_name
263504,WOM,Skirts,Pleated,ZARA
263627,HOM,Seasonal Décor,Valentine,Rae Dunn
263638,MEN,Jeans,"Slim, Skinny",VANS
263864,WOM,Women's Accessories,Other,Christian Dior
263898,SPO,Apparel,Accessories,Oakley
263918,ELE,"Car Audio, Video & GPS",Car Security & Convenience,Others
264026,KID,Toys,Electronics for Kids,Sony
264035,MEN,Tops,Hawaiian,VANS
264065,WOM,Shoes,Outdoor,Hunter
264077,WOM,Women's Accessories,Hair Accessories,Anthropologie
264456,WOM,Women's Accessories,Wallets,tokidoki
264457,WOM,Tops & Blouses,Other,Reebok
264536,VIN,Jewelry,Bracelet,Brighton
265205,WOM,Coats & Jackets,Puffer,Kate Spade
265267,WOM,Shoes,Other,Sam Edelman
265279,ELE,Computers & Tablets,"Drives, Storage & Media",Canon
265395,SPO,Golf,Women's Golf Clubs,Others
265609,BEA,Hair Care,Hair & Scalp Treatments,Tarte
265810,MEN,Shorts,Casual Shorts,L.L. Bean
265892,WOM,Dresses,Other,Juicy Couture
265959,WOM,Skirts,Full Skirt,Free People
266282,WOM,Coats & Jackets,Other,Stussy
266512,WOM,Pants,Casual Pants,Star Wars
266776,HAN,Needlecraft,Clothing,Others
266792,WOM,Pants,Linen,Lilly Pulitzer
266812,MEN,Swimwear,Swim Trunks,vineyard vines
266933,WOM,Women's Accessories,Hats,Buckle
267226,WOM,Skirts,"Straight, Pencil",Lululemon
267315,WOM,Sweaters,Poncho,Independent
268014,VIN,Jewelry,Other,Tiffany & Co.
268198,MEN,Sweats & Hoodies,Hoodie,patagonia
268418,MEN,Shoes,Athletic,True Religion Brand Jeans
268466,KID,Toys,Building Toys,Hasbro
268572,WOM,Tops & Blouses,"Tank, Cami",Supreme
268726,KID,Girls (4+),Other,The North Face
269004,HOM,Cleaning Supplies,Dusting,Others
269084,WOM,Shoes,Sandals,VANS
269689,MEN,Jeans,Other,Rock Revival
269976,HOM,Home Appliances,Freezers & Ice Makers,Others
270020,MEN,Shoes,Loafers & Slip-Ons,Nordstrom
270185,MEN,Men's Accessories,Belts,vineyard vines
270267,MEN,Shoes,Fashion Sneakers,Burberry
270322,WOM,Sweaters,Other,Lilly Pulitzer
270334,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",ALDO
270563,WOM,Pants,"Capris, Cropped",PUMA
270923,KID,Gear,Backpacks & Carriers,DC Comics
270944,WOM,Underwear,Other,Bebe
270992,WOM,Coats & Jackets,Vest,Steve Madden
271025,MEN,Athletic Apparel,Socks,New Balance
271036,WOM,Women's Handbags,Totes & Shoppers,Free People
271093,MEN,Sweats & Hoodies,Track & Sweat Pants,patagonia
271248,VIN,Bags and Purses,Purse,Gucci
271455,BEA,Tools & Accessories,Makeup Brushes & Tools,MARC JACOBS
271636,HOM,Storage & Organization,Jewelry Boxes & Organizers,Brighton
271718,WOM,Tops & Blouses,Knit Top,UGG Australia
271763,MEN,Shoes,Boots,ZARA
271935,KID,Feeding,Storage & Containers,Similac
272242,WOM,Women's Accessories,Wallets,Lululemon
272252,WOM,Women's Accessories,Wallets,Vince Camuto
272608,MEN,Athletic Apparel,Jackets,WWE
272645,WOM,Shoes,Pumps,Adidas
272790,HAN,Holidays,Easter,Others
272815,WOM,Shoes,Pumps,Versace
272903,VIN,Accessories,Other,Gucci
273118,KID,Girls (4+),Coats & Jackets,Adidas
273160,WOM,Tops & Blouses,Polo Shirt,A|X Armani Exchange
273174,HOM,Bedding,Bedspreads & Coverlets,Vera Bradley
273195,VIN,Home Decor,Basket,Others
273208,MEN,Other,Other,Birkenstock
273486,MEN,Pants,Dress - Pleat,ZARA
273802,NOI,no_info,no_info,Vince Camuto
273856,WOM,Jeans,Other,Versace
273863,WOM,Swimwear,Cover-Ups,Betsey Johnson
274005,WOM,Athletic Apparel,Other,Reebok
274038,WOM,Skirts,Other,Free People
274371,MEN,Athletic Apparel,Jerseys,Stussy
274373,WOM,Women's Handbags,Totes & Shoppers,ZARA
274484,KID,Strollers,Other,Others
274681,NOI,no_info,no_info,Buckle
275197,ELE,Cell Phones & Accessories,"Cases, Covers & Skins",PINK
275283,WOM,Jeans,"Slim, Skinny",Victoria's Secret
275839,KID,Girls 0-24 Mos,Bottoms,LuLaRoe
276283,WOM,Dresses,Full-Length,PINK
276437,WOM,Shoes,Loafers & Slip-Ons,Vince Camuto
276474,WOM,Coats & Jackets,Other,patagonia
276644,VIN,Supplies,Fabric,Vintage
276796,WOM,Coats & Jackets,Parka,ZARA
276893,OTH,Other,Other,Star Wars
277287,KID,Girls 0-24 Mos,Shoes,Bebe
277353,MEN,Men's Accessories,Hats,PUMA
277455,WOM,Jeans,Straight Leg,Bebe
277564,VIN,Bags and Purses,Other,Nike
277644,HAN,Ceramics and Pottery,Home Decor,Others
277755,WOM,Sweaters,Scoop Neck,Nordstrom
277873,MEN,Coats & Jackets,Flight,Stussy
278006,WOM,Shoes,Pumps,Juicy Couture
278081,WOM,Underwear,G-Strings & Thongs,Customized & Personalized
278252,WOM,Athletic Apparel,"Pants, Tights, Leggings",A|X Armani Exchange
278264,WOM,Other,Other,ALDO
278313,WOM,Suits & Blazers,Blazer,True Religion Brand Jeans
278386,ELE,Computers & Tablets,Components & Parts,LG
278742,VIN,Accessories,Keychain,Rebecca Minkoff
278770,MEN,Jeans,"Classic, Straight Leg",Ariat
278926,KID,Boys 2T-5T,Shoes,Gucci
279022,WOM,Coats & Jackets,Jean Jacket,Madewell
279139,MEN,Coats & Jackets,Other,Adidas
279144,VIN,Bags and Purses,Purse,Vintage
279152,WOM,Jewelry,Bracelets,Free People
279541,VIN,Bags and Purses,Other,PINK
279961,HOM,Other,Other,Rae Dunn
280012,WOM,Women's Handbags,Messenger & Crossbody,VANS
280211,MEN,Shorts,"Board, Surf",The North Face
280233,MEN,Sweats & Hoodies,Hoodie,Star Wars
280296,WOM,Coats & Jackets,Vest,Buckle
280333,WOM,Suits & Blazers,Blazer,Anthropologie
280435,KID,Girls (4+),Accessories,Coach
281165,WOM,Women's Accessories,Belts,Burberry
281311,WOM,Jewelry,Rings,Betsey Johnson
281440,BEA,Tools & Accessories,Makeup Brushes & Tools,Christian Dior
281522,VIN,Clothing,Sweater,Harley-Davidson
281683,WOM,Tops & Blouses,Knit Top,Christian Dior
281961,WOM,Dresses,Knee-Length,kate spade new york
282062,MEN,Men's Accessories,Watches,MARC BY MARC JACOBS
282219,KID,Girls 0-24 Mos,Dresses,Customized & Personalized
282294,VIN,Supplies,Trim,Others
282836,MEN,Shoes,Sandals,Coach
282908,WOM,Shoes,Flats,Anthropologie
282930,WOM,Pants,Dress Pants,Victoria's Secret
282948,WOM,Shoes,Sandals,vineyard vines
283149,ELE,Cameras & Photography,Camera & Photo Accessories,Samsung
283803,MEN,Shorts,Other,Bape
284003,WOM,Tops & Blouses,Blouse,True Religion Brand Jeans
284092,MEN,Shoes,Outdoor,Timberland
284329,WOM,Athletic Apparel,Jackets,Anthropologie
284413,SPO,Golf,Golf Shoes,Nike
284480,OTH,Automotive,Oils & Fluids,Others
284510,VIN,Book,Religion,Others
284585,WOM,Women's Accessories,Other,Christian Louboutin
284884,MEN,Men's Accessories,Hats,Independent
284971,WOM,Tops & Blouses,"Tank, Cami",Medela
284997,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",Reebok
285317,SPO,Exercise,Fitness accessories,Carhartt
285435,WOM,Pants,"Capris, Cropped",Bebe
285540,KID,Diapering,Diaper Bags,Coach
285899,BEA,Tools & Accessories,Nail Tools,MAC
285993,HOM,Home Décor,Home Décor Accents,Harley-Davidson
286202,WOM,Shoes,Sandals,Converse
286226,WOM,Sweaters,Hooded,Anthropologie
286492,HOM,Home Décor,Decorative Pillows,Kate Spade
286577,VIN,Bags and Purses,Handbag,Bebe
286884,WOM,Jeans,Boyfriend,TopShop
287528,WOM,Skirts,Pleated,Michael Kors
287891,WOM,Skirts,"Straight, Pencil",ASOS
288230,WOM,Women's Handbags,Shoulder Bag,Miss Me
288413,WOM,Shoes,Other,Sperrys
288470,KID,Toys,Toy Remote Control & Play Vehicles,Star Wars
288853,HAN,Ceramics and Pottery,Supplies,Others
288884,WOM,Sweaters,Full Zip,Gymshark
288895,WOM,Coats & Jackets,Other,Vince Camuto
289208,MEN,Sweaters,Crewneck,Gucci
289253,BEA,Other,Other,Chanel
289281,MEN,Sweaters,Full Zip,The North Face
289286,WOM,Coats & Jackets,Peacoat,Nordstrom
289293,WOM,Women's Handbags,Messenger & Crossbody,Bebe
289445,WOM,Shoes,Fashion Sneakers,Nordstrom
289448,HAN,Geekery,Fantasy,Others
289459,KID,Girls 2T-5T,Shoes,VANS
289588,WOM,Swimwear,Two-Piece,True Religion Brand Jeans
289640,WOM,Sweaters,Full Zip,BCBGMAXAZRIA
289750,ELE,Cell Phones & Accessories,Cell Phones & Smartphones,HP
289751,WOM,Swimwear,One-Piece,Wildfox Couture
289958,HOM,Bath,Towels,Lilly Pulitzer
290233,HOM,Kitchen & Dining,Other,Kate Spade
290248,MEN,Athletic Apparel,Jackets,New Balance
290306,WOM,Swimwear,One-Piece,lululemon athletica
290543,WOM,Shoes,Slippers,Burberry
290687,WOM,Tops & Blouses,Button Down Shirt,Ariat
290801,ELE,Cameras & Photography,Binoculars & Telescopes,Nikon
290960,MEN,Shorts,Denim,True Religion Brand Jeans
290984,ELE,Computers & Tablets,iPad,Sony
291037,WOM,Athletic Apparel,Sports Bras,TopShop
291280,WOM,Pants,Cargo,Madewell
291310,BEA,Makeup,Nails,Kylie Cosmetics
291689,BEA,Skin Care,Sun,Urban Decay
291696,MEN,Athletic Apparel,Shirts & Tops,Carhartt
292020,WOM,Underwear,Other,Juicy Couture
292462,WOM,Women's Handbags,Cosmetic Bags,BCBGMAXAZRIA
292535,MEN,Tops,T-shirts,Michael Kors
292871,SPO,Apparel,Women,The North Face
293159,WOM,Shoes,Sandals,Betsey Johnson
293356,WOM,Women's Handbags,Cosmetic Bags,Bebe
293539,WOM,Coats & Jackets,Raincoat,Oakley
293590,VIN,Clothing,Other,Vintage
293985,ELE,"TV, Audio & Surveillance",DVD & Blu-ray Players,LG
294325,MEN,Men's Accessories,Other,Bape
294719,WOM,Jeans,Boyfriend,Buckle
294765,HOM,Bedding,Bed in a Bag,Others
294823,WOM,Tops & Blouses,Polo Shirt,Adidas
294948,WOM,Women's Handbags,Totes & Shoppers,Anthropologie
295137,VIN,Furniture,Storage,Others
295940,WOM,Athletic Apparel,"Pants, Tights, Leggings",ZARA
296537,WOM,Tops & Blouses,Other,kate spade new york
296630,VIN,Accessories,Keychain,Tiffany & Co.
296700,SPO,Footwear,Cleats,PUMA
297050,BEA,Tools & Accessories,Bags & Cases,Morphe Cosmetics
297148,MEN,Shorts,"Board, Surf",vineyard vines
297192,WOM,Shoes,Slippers,Prada
297280,WOM,Shoes,Other,Jordan
297314,WOM,Skirts,Mini,Miss Me
297635,WOM,Jewelry,Earrings,Nasty Gal
297799,HAN,Knitting,Blanket,Others
297830,WOM,Shoes,Mules & Clogs,Ariat
298135,KID,Diapering,Powders & Lotions,Others
298168,WOM,Swimwear,Cover-Ups,Free People
298250,VIN,Collectibles,Figurine,Nintendo
298363,WOM,Dresses,Full-Length,Rock Revival
298448,WOM,Women's Accessories,Sunglasses,Rebecca Minkoff
298909,WOM,Athletic Apparel,Shorts,Kendra Scott
299052,MEN,Men's Accessories,Belts,Adidas
299070,HOM,Other,Other,Kate Spade
299071,MEN,Coats & Jackets,Windbreaker,New Balance
299098,WOM,Coats & Jackets,Parka,Nordstrom
299396,WOM,Athletic Apparel,Shorts,VANS
299419,WOM,Coats & Jackets,Parka,Steve Madden
299485,ELE,Cameras & Photography,Camera & Photo Accessories,HP
299508,KID,Boys (4+),Bottoms,The North Face
299573,VIN,Antique,Supplies,Others
299783,VIN,Jewelry,Bracelet,Nike
299979,KID,Boys (4+),Coats & Jackets,Harley-Davidson
300001,VIN,Toy,Car,Harley-Davidson
300355,WOM,Pants,Cargo,patagonia
300577,WOM,Tops & Blouses,Halter,Free People
300654,MEN,Athletic Apparel,Tracksuits & Sweats,Adidas
300765,WOM,Women's Handbags,Other,Cole Haan
300939,WOM,Women's Handbags,Shoulder Bag,Star Wars
301032,WOM,Shoes,Oxfords,TOMS
301289,WOM,Tops & Blouses,T-Shirts,ASOS
301486,ELE,Cell Phones & Accessories,Cables & Adapters,Nintendo
301605,HAN,Clothing,Lingerie,PINK
301964,NOI,no_info,no_info,lululemon athletica
302035,WOM,Tops & Blouses,Other,VANS
302134,WOM,Tops & Blouses,Button Down Shirt,Carhartt
302933,VIN,Jewelry,Ring,DC Comics
303290,WOM,Women's Handbags,Messenger & Crossbody,TopShop
303364,WOM,Pants,Casual Pants,Athleta
303479,VIN,Bags and Purses,Pouch,PINK
303587,WOM,Jeans,Flare,Big Star
303658,WOM,Sweaters,Other,Adidas
303761,WOM,Jewelry,Necklaces,MARC JACOBS
304193,WOM,Coats & Jackets,Puffer,Nike
304471,WOM,Tops & Blouses,Button Down Shirt,Kate Spade
304726,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",The North Face
304750,WOM,Coats & Jackets,Cape,ZARA
304941,WOM,Women's Handbags,Totes & Shoppers,PANDORA
304944,WOM,Sweaters,Other,Michael Kors
305023,WOM,Women's Handbags,Shoulder Bag,Madewell
305180,WOM,Women's Handbags,Totes & Shoppers,Tiffany & Co.
305434,MEN,Other,Other,Lululemon
305774,WOM,Swimwear,Two-Piece,Gucci
305984,MEN,Tops,Tank,Oakley
305991,HAN,Bags and Purses,Clutch,Others
306227,MEN,Shoes,Fashion Sneakers,True Religion Brand Jeans
306303,WOM,Tops & Blouses,"Tank, Cami",Juicy Couture
306412,WOM,Dresses,Other,PINK
307446,MEN,Jeans,Boot Cut,7 For All Mankind®
307572,VIN,Bags and Purses,Luggage,tokidoki
307615,MEN,Men's Accessories,Other,Vintage
307766,MEN,Tops,Button-Front,Versace
307860,ELE,Media,DVD,WWE
307915,BEA,Fragrance,Women,Gucci
307979,VIN,Accessories,Keychain,Jordan
308122,MEN,Shorts,Other,Nike
308264,VIN,Accessories,Other,Victoria's Secret
308351,MEN,Coats & Jackets,Varsity,PINK
308517,MEN,Men's Accessories,Hats,Star Wars
309191,WOM,Athletic Apparel,Jackets,Buckle
309331,WOM,Sweaters,Poncho,Lululemon
309384,VIN,Clothing,Blouse,Vintage
309480,KID,Diapering,Diaper Bags,Vera Bradley
309549,WOM,Tops & Blouses,Wrap,Nordstrom
309584,KID,Bathing & Skin Care,Non-Slip Bath Mats,Others
309869,WOM,Sweaters,Tunic,Free People
309942,WOM,Shoes,Mules & Clogs,Tory Burch
310160,MEN,Athletic Apparel,Jackets,Buckle
310179,KID,Safety,Monitors,Samsung
310248,WOM,Pants,Casual Pants,L.L. Bean
310470,HOM,Seasonal Décor,Easter,Scentsy
310674,WOM,Women's Accessories,Wallets,A|X Armani Exchange
311047,VIN,Bags and Purses,Purse,Prada
311301,MEN,Shoes,Fashion Sneakers,Supreme
311570,WOM,Swimwear,Two-Piece,Adidas
312181,WOM,Women's Handbags,Shoulder Bag,Free People
312458,BEA,Makeup,Nails,Estee Lauder
312460,VIN,Collectibles,Other,WWE
312576,WOM,Coats & Jackets,Jean Jacket,True Religion Brand Jeans
312595,WOM,Dresses,Mid-Calf,Free People
312712,BEA,Fragrance,Women,Tory Burch
313049,WOM,Athletic Apparel,Socks,Kate Spade
313133,KID,Toys,Stuffed Animals & Plush,PINK
313208,WOM,Athletic Apparel,Jerseys,adidas Originals
313284,BEA,Tools & Accessories,Bags & Cases,Estee Lauder
313741,WOM,Women's Handbags,Backpack Style,A|X Armani Exchange
314107,MEN,Sweats & Hoodies,Track & Sweat Pants,Juicy Couture
314213,HAN,Weddings,Something Blue,Others
314522,WOM,Pants,Casual Pants,Harley-Davidson
314590,MEN,Tops,"Polo, Rugby",Oakley
314783,WOM,Suits & Blazers,Pant Suit,Vintage
314855,KID,Toys,Puzzles,Star Wars
315497,WOM,Dresses,Mid-Calf,Anthropologie
315558,WOM,Women's Accessories,Hats,Nasty Gal
315714,VIN,Bags and Purses,Purse,Burberry
315730,MEN,Shoes,Loafers & Slip-Ons,UGG Australia
315847,WOM,Women's Handbags,Cosmetic Bags,Versace
315994,WOM,Jewelry,Bracelets,Independent
316394,WOM,Suits & Blazers,Pant Suit,Coach
316555,MEN,Coats & Jackets,Other,Lululemon
317179,KID,Girls 0-24 Mos,Accessories,PUMA
317298,BEA,Makeup,Brushes & Applicators,Bobbi Brown
317421,KID,Boys (4+),Top & T-shirts,PUMA
317509,KID,Toys,Arts & Crafts,LEGO
317635,BEA,Makeup,Brushes & Applicators,Estee Lauder
317910,KID,Toys,Other,DC Comics
318434,WOM,Shoes,Loafers & Slip-Ons,Lilly Pulitzer
318508,WOM,Coats & Jackets,Cape,Free People
318527,BEA,Fragrance,Women,Versace
318566,MEN,Pants,Cargo,True Religion Brand Jeans
318632,WOM,Shoes,Sandals,Chanel
318786,SPO,Apparel,Girls,The North Face
318824,MEN,Sweats & Hoodies,Hoodie,Oakley
318844,WOM,Jewelry,Rings,Big Star
319016,WOM,Other,Other,PANDORA
319026,WOM,Women's Accessories,Other,Adidas
319103,HAN,Toys,Game,Others
319182,WOM,Women's Accessories,Scarves & Wraps,vineyard vines
319314,BEA,Other,Other,Too Faced
319627,WOM,Athletic Apparel,Jackets,Nordstrom
319692,VIN,Accessories,Keychain,VANS
319902,WOM,Coats & Jackets,Parka,Nasty Gal
320414,WOM,Athletic Apparel,"Pants, Tights, Leggings",Kate Spade
320507,VIN,Clothing,Children,Others
320593,KID,Toys,Dress Up & Pretend Play,Nintendo
320838,OTH,Other,Other,PANDORA
321077,HAN,Clothing,Children,Others
321136,WOM,Jeans,Relaxed,Vintage
321453,MEN,Shoes,Boots,Carhartt
321557,WOM,Sweaters,Cardigan,TopShop
321587,WOM,Tops & Blouses,Tunic,Juicy Couture
321796,VIN,Accessories,Keychain,Nintendo
322163,WOM,Skirts,Mini,Vintage
322295,KID,Boys 0-24 Mos,Coats & Jackets,Carhartt
322406,HAN,Pets,House,Others
322508,MEN,Athletic Apparel,Jackets,Air Jordan
322589,HAN,Clothing,Other,Others
322611,VIN,Accessories,Other,Chanel
322715,MEN,Men's Accessories,Belts,True Religion Brand Jeans
322760,WOM,Swimwear,Two-Piece,Vince Camuto
322799,HAN,Housewares,Cleaning,Others
323007,WOM,Women's Accessories,Hats,Chanel
323017,WOM,Women's Handbags,Satchel,MARC JACOBS
323196,VIN,Toy,Game,Hasbro
323381,WOM,Women's Handbags,Cosmetic Bags,Brighton
323501,BEA,Skin Care,Face,MARC JACOBS
323792,WOM,Swimwear,Beach Accessories,Victoria's Secret
324106,MEN,Other,Other,Reebok
324173,MEN,Shorts,Cargo,patagonia
324614,WOM,Athletic Apparel,Jackets,True Religion Brand Jeans
324642,WOM,Athletic Apparel,Shirts & Tops,A|X Armani Exchange
324655,SPO,Outdoors,Hiking & Camping,patagonia
324770,SPO,Apparel,Accessories,The North Face
324893,SPO,Apparel,Girls,Jordan
325058,WOM,Coats & Jackets,Peacoat,Bebe
325201,VIN,Accessories,Handkerchief,Others
325219,WOM,Jeans,Leggings,Adidas
325408,KID,Girls 2T-5T,Other,PUMA
325604,WOM,Sweaters,Cardigan,A|X Armani Exchange
325677,VIN,Toy,Other,Star Wars
325789,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",VANS
326118,WOM,Maternity,Tops & Blouses,Reebok
326149,WOM,Sweaters,Other,L.L. Bean
326275,WOM,Swimwear,Two-Piece,lululemon athletica
326340,SPO,Outdoors,Bike & Skate,Nike
326934,WOM,Women's Accessories,Sunglasses,TOMS
327069,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Timberland
327251,BEA,Bath & Body,Scrubs & Body Treatments,Younique
327255,MEN,Men's Accessories,Sunglasses,MARC JACOBS
327407,WOM,Suits & Blazers,Pant Suit,Bebe
327452,MEN,Sweaters,Cardigan,ZARA
327921,WOM,Women's Handbags,Shoulder Bag,BCBGMAXAZRIA
328380,BEA,Skin Care,Eyes,Christian Dior
328482,WOM,Coats & Jackets,Puffer,PUMA
328761,WOM,Women's Handbags,Baguette,Prada
328824,WOM,Sweaters,Full Zip,Michael Kors
328841,MEN,Athletic Apparel,Shirts & Tops,Jordans
329008,MEN,Athletic Apparel,Shirts & Tops,Jordan
329108,WOM,Women's Accessories,Wallets,Versace
329437,SPO,Exercise,Fitness accessories,Victoria's Secret
329450,ELE,Video Games & Consoles,Strategy Guides,Microsoft
329558,WOM,Jewelry,Bracelets,Nasty Gal
329727,WOM,Sweaters,Other,DC Comics
329733,OTH,Office supplies,School Supplies,Nike
329992,WOM,Jeans,"Capri, Cropped",Lululemon
330195,WOM,Women's Handbags,Shoulder Bag,Sam Edelman
330223,WOM,Pants,Other,Tory Burch
330370,WOM,Pants,Casual Pants,Customized & Personalized
330433,HOM,Cleaning Supplies,Household Cleaners,Scentsy
330579,VIN,Jewelry,Watch,Michael Kors
330805,MEN,Coats & Jackets,Vest,Nike
331002,WOM,Coats & Jackets,Jean Jacket,Big Star
331083,WOM,Sweaters,Cardigan,ASOS
331157,WOM,Shoes,Outdoor,Coach
331423,MEN,Shoes,Loafers & Slip-Ons,Sperrys
331456,SPO,Golf,Men's Golf Clubs,Nike
331549,HAN,Dolls and Miniatures,Animals,Others
331560,WOM,Jewelry,Bracelets,Dooney & Bourke
331613,WOM,Pants,Casual Pants,Bebe
331725,MEN,Shoes,Outdoor,VANS
331973,WOM,Women's Accessories,Sunglasses,TopShop
332273,WOM,Coats & Jackets,Puffer,Victoria's Secret
332343,WOM,Athletic Apparel,Shorts,Stussy
332722,VIN,Bags and Purses,Handbag,Tory Burch
333047,MEN,Tops,Dress Shirts,Louis Vuitton
333055,SPO,Apparel,Other,Nike
333319,VIN,Toy,Doll,Hasbro
333529,WOM,Women's Handbags,Backpack Style,Oakley
333597,SPO,Golf,Golf Shoes,Adidas
333675,OTH,Office supplies,Writing,DC Comics
333896,MEN,Men's Accessories,Sunglasses,Fossil
333970,ELE,Cameras & Photography,Lighting & Studio,Nikon
333984,WOM,Women's Handbags,Shoulder Bag,Anthropologie
334285,HAN,Weddings,Pillows,Others
334426,ELE,Cell Phones & Accessories,"Cases, Covers & Skins",Michael Kors
334548,WOM,Sweaters,Full Zip,vineyard vines
334938,MEN,Men's Accessories,Other,Adidas
335085,SPO,Fan Shop,NHL,Nike
335101,VIN,Book,Scifi,Others
335241,KID,Girls (4+),Tops & T-Shirts,PINK
335404,WOM,Athletic Apparel,Shirts & Tops,Carhartt
336347,ELE,Cell Phones & Accessories,"Cases, Covers & Skins",Kate Spade
336434,BEA,Skin Care,Lips,Younique
336519,WOM,Athletic Apparel,Tracksuits & Sweats,ASICS
336795,BEA,Makeup,Eyes,Lush
336808,WOM,Jewelry,Rings,Juicy Couture
337074,VIN,Accessories,Keychain,Star Wars
337188,WOM,Sweaters,Wrap,Free People
338072,BEA,Skin Care,Body,PINK
338091,MEN,Shoes,Oxfords,Sperry
338101,WOM,Women's Handbags,Cosmetic Bags,MARC JACOBS
338208,HOM,Home Décor,Home Décor Accents,PINK
338294,MEN,Tops,T-shirts,PINK
338336,VIN,Housewares,Glass,Kate Spade
338440,WOM,Other,Other,Carhartt
338545,VIN,Collectibles,Glass,Ray-Ban
338730,MEN,Athletic Apparel,Shirts & Tops,patagonia
338860,HAN,Ceramics and Pottery,Tiles,Others
339022,OTH,Office supplies,School Supplies,HP
339158,WOM,Tops & Blouses,Other,Vintage
339346,WOM,Shoes,Fashion Sneakers,Vince Camuto
339454,MEN,Tops,"Polo, Rugby",PUMA
339717,WOM,Women's Accessories,Hair Accessories,UGG Australia
339759,WOM,Athletic Apparel,Socks,kate spade new york
339814,VIN,Accessories,Keychain,Vera Bradley
340130,MEN,Coats & Jackets,Windbreaker,VANS
340271,WOM,Sweaters,Scoop Neck,Harley-Davidson
340297,HOM,Kitchen & Dining,Cookware,Pyrex
340459,HAN,Art,Mixed Media,Others
340745,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",Michael Kors
340882,WOM,Tops & Blouses,T-Shirts,BCBGMAXAZRIA
341168,WOM,Skirts,Mini,L.L. Bean
341325,WOM,Skirts,Full Skirt,Kate Spade
341665,NOI,no_info,no_info,Samsung
341984,WOM,Sweaters,Scoop Neck,Wildfox Couture
342143,MEN,Athletic Apparel,Tracksuits & Sweats,PUMA
342600,WOM,Women's Handbags,Totes & Shoppers,Frye
342721,MEN,Pants,Casual Pants,Versace
342749,WOM,Skirts,Other,BCBGMAXAZRIA
343224,VIN,Jewelry,Necklace,Tiffany & Co.
343241,WOM,Women's Handbags,Backpack Style,Reebok
343452,WOM,Coats & Jackets,Windbreaker,Reebok
343503,SPO,Apparel,Accessories,PINK
343664,WOM,Swimwear,Two-Piece,Reebok
343787,MEN,Men's Accessories,Hats,WWE
344011,HOM,Kitchen & Dining,Coffee & Tea Accessories,Samsung
344124,VIN,Accessories,Eyewear,Versace
344604,WOM,Women's Handbags,Hobo,Tory Burch
344890,MEN,Athletic Apparel,Jackets,Supreme
345119,MEN,Coats & Jackets,Motorcycle,Vintage
345746,NOI,no_info,no_info,Scentsy
345749,WOM,Women's Accessories,Scarves & Wraps,Prada
345777,VIN,Accessories,Keychain,Chanel
346024,WOM,Jeans,"Slim, Skinny",PINK
346371,MEN,Shorts,"Board, Surf",Gucci
346376,BEA,Makeup,Body,Too Faced
346917,BEA,Makeup,Lips,Bebe
347297,MEN,Athletic Apparel,Shirts & Tops,PUMA
347731,WOM,Women's Accessories,Wallets,Harley-Davidson
347754,BEA,Skin Care,Sun,MAC
347770,BEA,Skin Care,Body,Yves Saint Laurent
347790,VIN,Housewares,Box,Others
347862,VIN,Serving,Casserole,Others
348018,VIN,Bags and Purses,Other,Lilly Pulitzer
348244,WOM,Jeans,Leggings,Rock Revival
348411,WOM,Shoes,Loafers & Slip-Ons,Juicy Couture
348670,BEA,Makeup,Makeup Remover,Chanel
348742,VIN,Bags and Purses,Handbag,Betsey Johnson
348929,WOM,Coats & Jackets,Fleece Jacket,Adidas
349288,WOM,Pants,Dress Pants,PINK
349344,ELE,Video Games & Consoles,Replacement Parts & Tools,Nintendo
349371,WOM,Shoes,Fashion Sneakers,Timberland
349762,NOI,no_info,no_info,Vera Bradley
349919,WOM,Women's Accessories,Belts,BCBGMAXAZRIA
350168,WOM,Athletic Apparel,Tracksuits & Sweats,Chanel
350409,WOM,Women's Accessories,Hair Accessories,Buckle
350468,WOM,Jeans,"Slim, Skinny",Nasty Gal
350500,HOM,Home Décor,Clocks,Sony
350622,WOM,Shoes,Pumps,Christian Dior
350699,ELE,Cameras & Photography,Flashes & Flash Accessories,Others
351059,WOM,Jeans,Wide Leg,True Religion Brand Jeans
351135,MEN,Sweats & Hoodies,"Sweatshirt, Pullover",Gucci
351509,WOM,Shoes,Pumps,Vintage
351637,MEN,Men's Accessories,Hats,Chanel
351659,MEN,Tops,"Polo, Rugby",Versace
352351,WOM,Coats & Jackets,Jean Jacket,PINK
352448,MEN,Jeans,"Slim, Skinny",A|X Armani Exchange
352490,WOM,Coats & Jackets,Military,Steve Madden
353304,WOM,Underwear,Other,Wildfox Couture
353342,WOM,Women's Accessories,Other,MARC BY MARC JACOBS
353395,HOM,Cleaning Supplies,Sponges,Others
353602,MEN,Tops,Other,patagonia
353643,MEN,Sweaters,Crewneck,vineyard vines
353817,WOM,Tops & Blouses,Tunic,Tory Burch
354377,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",Bebe
354401,HAN,Needlecraft,Felted,Others
354478,WOM,Coats & Jackets,Cape,Vintage
354629,WOM,Sweaters,Full Zip,Free People
354812,VIN,Accessories,Other,Dooney & Bourke
